Species	Ensembl ID	Gene Name	Log2FC	FDR
Human	ENSG00000228510	RP11-339B21.8	1.58412	2.43897E-06
Human	ENSG00000152749	GPR180	1.58104	1.78181E-16
Human	ENSG00000206190	ATP10A	1.5802	1.62871E-29
Human	ENSG00000014138	POLA2	1.57649	1.8147E-22
Human	ENSG00000114166	KAT2B	1.57631	1.71329E-23
Human	ENSG00000117707	PROX1	1.57607	4.15774E-07
Human	ENSG00000140557	ST8SIA2	1.5753	1.58093E-06
Human	ENSG00000140280	LYSMD2	1.57499	1.92062E-13
Human	ENSG00000204592	HLA-E	1.57341	3.09245E-35
Human	ENSG00000172432	GTPBP2	1.56892	4.23554E-27
Human	ENSG00000166889	PATL1	1.56577	9.42002E-32
Human	ENSG00000237807	RP11-400K9.4	1.56295	2.18325E-09
Human	ENSG00000184584	TMEM173	1.56202	4.22481E-27
Human	ENSG00000170340	B3GNT2	1.56031	5.48815E-23
Human	ENSG00000271605	MILR1	1.55518	1.36315E-06
Human	ENSG00000143384	MCL1	1.55409	4.88898E-34
Human	ENSG00000174059	CD34	1.55347	1.24367E-09
Human	ENSG00000050344	NFE2L3	1.55043	5.4847E-09
Human	ENSG00000110057	UNC93B1	1.54798	2.30779E-19
Human	ENSG00000166750	SLFN5	1.54658	5.58056E-26
Human	ENSG00000164430	MB21D1	1.54577	3.01188E-11
Human	ENSG00000110218	PANX1	1.54099	2.61015E-28
Human	ENSG00000101017	CD40	1.53994	1.93404E-18
Human	ENSG00000151470	C4orf33	1.53867	3.24133E-13
Human	ENSG00000166263	STXBP4	1.5371	7.07669E-14
Human	ENSG00000187583	PLEKHN1	1.5308	1.29446E-09
Human	ENSG00000104067	TJP1	1.52987	7.18235E-25
Human	ENSG00000238000	RP11-274E7.2	1.52821	2.45955E-13
Human	ENSG00000254470	AP5B1	1.52267	5.82643E-17
Human	ENSG00000163162	RNF149	1.51624	1.34349E-27
Human	ENSG00000162777	DENND2D	1.51577	8.4349E-14
Human	ENSG00000213928	IRF9	1.51481	1.13747E-12
Human	ENSG00000107262	BAG1	1.51437	5.23761E-24
Human	ENSG00000179021	C3orf38	1.5138	2.69915E-12
Human	ENSG00000058866	DGKG	1.51189	9.5851E-06
Human	ENSG00000159231	CBR3	1.51144	2.65394E-25
Human	ENSG00000105327	BBC3	1.51048	8.93348E-13
Human	ENSG00000266947	RP11-799D4.4	1.50622	4.44272E-07
Human	ENSG00000003402	CFLAR	1.50615	3.17616E-31
Human	ENSG00000232370	AF241726.2	1.5022	3.00644E-06
Human	ENSG00000198087	CD2AP	1.49947	5.09662E-21
Human	ENSG00000129355	CDKN2D	1.49727	5.24505E-14
Human	ENSG00000008735	MAPK8IP2	1.49708	2.01649E-06
Human	ENSG00000156140	ADAMTS3	1.49659	1.83176E-11
Human	ENSG00000214106	PAXIP1-AS2	1.49558	3.71828E-15
Human	ENSG00000223722	RP11-467L13.5	1.49417	1.49349E-18
Human	ENSG00000197971	MBP	1.49385	2.36723E-15
Human	ENSG00000215007	DNAJA1P3	1.49043	1.73101E-16
Human	ENSG00000113441	LNPEP	1.48989	2.49031E-14
Human	ENSG00000162981	FAM84A	1.48972	7.5897E-10
Human	ENSG00000114439	BBX	1.48821	3.21786E-25
Human	ENSG00000163638	ADAMTS9	1.48778	1.10025E-07
Human	ENSG00000214269	LGMNP1	1.4829	7.50798E-13
Human	ENSG00000244694	PTCHD4	1.48239	3.19994E-07
Human	ENSG00000142961	MOB3C	1.48219	2.74077E-19
Human	ENSG00000170684	ZNF296	1.48146	4.51526E-05
Human	ENSG00000146872	TLK2	1.47917	1.9931E-18
Human	ENSG00000182575	NXPH3	1.47815	2.72605E-10
Human	ENSG00000064012	CASP8	1.47744	2.79275E-15
Human	ENSG00000230715	RP11-274B21.4	1.47706	6.14486E-08
Human	ENSG00000227199	ST7-AS1	1.47585	1.44432E-07
Human	ENSG00000143344	RGL1	1.47311	9.42924E-06
Human	ENSG00000107736	CDH23	1.46917	4.84069E-07
Human	ENSG00000166128	RAB8B	1.469	8.97565E-19
Human	ENSG00000139921	TMX1	1.4684	3.26393E-24
Human	ENSG00000198108	CHSY3	1.4656	6.04231E-11
Human	ENSG00000258461	RP11-164J13.1	1.46379	2.32535E-06
Human	ENSG00000196369	SRGAP2B	1.45487	2.55034E-12
Human	ENSG00000184371	CSF1	1.4515	9.70576E-24
Human	ENSG00000182107	TMEM30B	1.44605	8.91352E-08
Human	ENSG00000063180	CA11	1.44578	9.82009E-08
Human	ENSG00000139318	DUSP6	1.44257	6.16467E-17
Human	ENSG00000257178	RP11-357H14.16	1.44198	9.92372E-06
Human	ENSG00000100600	LGMN	1.44117	3.57472E-25
Human	ENSG00000136051	KIAA1033	1.43952	7.98972E-21
Human	ENSG00000041353	RAB27B	1.43706	2.94322E-08
Human	ENSG00000196739	COL27A1	1.4367	3.92366E-17
Human	ENSG00000184838	PRR16	1.43619	2.3587E-18
Human	ENSG00000163874	ZC3H12A	1.43229	1.80962E-13
Human	ENSG00000155367	PPM1J	1.43202	9.32393E-07
Human	ENSG00000226049	TLK2P1	1.43037	1.24367E-09
Human	ENSG00000133313	CNDP2	1.42974	1.88484E-25
Human	ENSG00000123610	TNFAIP6	1.42886	2.21281E-18
Human	ENSG00000174749	C4orf32	1.42857	7.32498E-15
Human	ENSG00000164327	RICTOR	1.42448	1.46965E-16
Human	ENSG00000228672	PROB1	1.42377	4.99093E-05
Human	ENSG00000221914	PPP2R2A	1.42317	7.67229E-22
Human	ENSG00000135052	GOLM1	1.42242	1.74662E-24
Human	ENSG00000092421	SEMA6A	1.42189	9.36095E-06
Human	ENSG00000198355	PIM3	1.42047	9.44246E-10
Human	ENSG00000082458	DLG3	1.41753	1.47038E-15
Human	ENSG00000144802	NFKBIZ	1.4169	1.45726E-10
Human	ENSG00000136874	STX17	1.41337	1.25509E-14
Human	ENSG00000152784	PRDM8	1.40763	7.7183E-21
Human	ENSG00000234745	HLA-B	1.40672	5.46435E-27
Human	ENSG00000101680	LAMA1	1.40532	8.23855E-11
Human	ENSG00000147509	RGS20	1.40213	1.89427E-15
Human	ENSG00000157557	ETS2	1.40198	1.34095E-22
Human	ENSG00000166546	BEAN1	1.40089	1.96668E-09
Human	ENSG00000106346	USP42	1.40007	1.97965E-18
Human	ENSG00000148498	PARD3	1.39388	2.15853E-22
Human	ENSG00000183137	CEP57L1	1.39266	3.81419E-14
Human	ENSG00000246582	RP11-1149O23.3	1.39013	7.99882E-06
Human	ENSG00000111859	NEDD9	1.38523	0.00713013
Human	ENSG00000188157	AGRN	1.3842	5.34469E-09
Human	ENSG00000261189	RP3-512B11.3	1.38411	8.73771E-07
Human	ENSG00000136244	IL6	1.3827	1.54618E-05
Human	ENSG00000185722	ANKFY1	1.37852	1.33816E-26
Human	ENSG00000076108	BAZ2A	1.37397	1.47363E-26
Human	ENSG00000173175	ADCY5	1.37187	7.62779E-08
Human	ENSG00000162840	MT2P1	1.37005	7.10096E-13
Human	ENSG00000134363	FST	1.36777	3.92939E-07
Human	ENSG00000163545	NUAK2	1.36595	2.44585E-06
Human	ENSG00000272711	RP11-259N19.1	1.36429	5.09674E-14
Human	ENSG00000104213	PDGFRL	1.36363	2.21859E-09
Human	ENSG00000136689	IL1RN	1.36322	3.30744E-15
Human	ENSG00000126368	NR1D1	1.36314	3.44881E-15
Human	ENSG00000269959	SPACA6P-AS	1.36278	3.17315E-05
Human	ENSG00000184014	DENND5A	1.36199	5.67652E-25
Human	ENSG00000108679	LGALS3BP	1.35953	2.63369E-19
Human	ENSG00000122068	FYTTD1	1.35943	2.63361E-25
Human	ENSG00000173960	UBXN2A	1.35758	1.35388E-18
Human	ENSG00000169136	ATF5	1.35461	2.53485E-22
Human	ENSG00000126778	SIX1	1.3525	3.2906E-16
Human	ENSG00000120910	PPP3CC	1.3524	2.62974E-18
Human	ENSG00000080561	MID2	1.35156	1.04425E-11
Human	ENSG00000206341	HLA-H	1.35116	9.04047E-19
Human	ENSG00000236562	RP11-396M11.1	1.35111	1.3593E-07
Human	ENSG00000169860	P2RY1	1.35094	3.50222E-06
Human	ENSG00000122417	ODF2L	1.35011	1.62699E-13
Human	ENSG00000138741	TRPC3	1.34842	2.22583E-05
Human	ENSG00000163171	CDC42EP3	1.34702	3.15139E-13
Human	ENSG00000115159	GPD2	1.34355	3.57222E-20
Human	ENSG00000149218	ENDOD1	1.34196	5.34854E-15
Human	ENSG00000108984	MAP2K6	1.34055	0.0044778
Human	ENSG00000102699	PARP4	1.33807	2.68153E-23
Human	ENSG00000113594	LIFR	1.33793	2.9428E-17
Human	ENSG00000125148	MT2A	1.33733	1.72136E-24
Human	ENSG00000221869	CEBPD	1.33172	1.61265E-10
Human	ENSG00000169432	SCN9A	1.3313	8.59929E-09
Human	ENSG00000176102	CSTF3	1.3303	9.86994E-18
Human	ENSG00000225377	NRSN2-AS1	1.32982	3.97233E-06
Human	ENSG00000075234	TTC38	1.32576	4.88299E-20
Human	ENSG00000215218	UBE2QL1	1.32539	5.39231E-07
Human	ENSG00000164308	ERAP2	1.32402	4.86359E-15
Human	ENSG00000092330	TINF2	1.32347	3.14735E-19
Human	ENSG00000054690	PLEKHH1	1.32166	0.000110674
Human	ENSG00000121274	PAPD5	1.32055	1.7773E-17
Human	ENSG00000108669	CYTH1	1.31998	1.88656E-18
Human	ENSG00000101574	METTL4	1.31994	1.44295E-13
Human	ENSG00000213626	LBH	1.31947	3.12827E-11
Human	ENSG00000139597	N4BP2L1	1.31892	6.06985E-07
Human	ENSG00000142583	SLC2A5	1.3187	1.71966E-09
Human	ENSG00000166289	PLEKHF1	1.31868	5.38817E-16
Human	ENSG00000001629	ANKIB1	1.31843	4.42675E-24
Human	ENSG00000106588	PSMA2	1.31836	8.90098E-09
Human	ENSG00000197927	C2orf27A	1.31829	9.04932E-07
Human	ENSG00000102034	ELF4	1.31728	4.95125E-22
Human	ENSG00000173039	RELA	1.31685	8.49905E-20
Human	ENSG00000240694	PNMA2	1.31486	1.33667E-05
Human	ENSG00000139180	NDUFA9	1.31294	1.80268E-13
Human	ENSG00000162496	DHRS3	1.31016	8.40075E-18
Human	ENSG00000188060	RAB42	1.3066	8.77253E-08
Human	ENSG00000118515	SGK1	1.30349	7.79068E-20
Human	ENSG00000106829	TLE4	1.30283	6.38015E-17
Human	ENSG00000196954	CASP4	1.30205	9.92567E-18
Human	ENSG00000236015	AC011290.5	1.29837	6.83578E-07
Human	ENSG00000198604	BAZ1A	1.29809	1.07123E-21
Human	ENSG00000142611	PRDM16	1.29428	7.13168E-06
Human	ENSG00000176473	WDR25	1.29397	1.16683E-14
Human	ENSG00000165507	C10orf10	1.29389	4.50105E-09
Human	ENSG00000130202	PVRL2	1.29301	1.66969E-15
Human	ENSG00000143376	SNX27	1.29256	9.28715E-17
Human	ENSG00000263013	RP11-876N24.5	1.29172	9.08838E-05
Human	ENSG00000214425	LRRC37A4P	1.28758	3.82572E-07
Human	ENSG00000107816	LZTS2	1.28459	2.01611E-16
Human	ENSG00000091656	ZFHX4	1.28188	0.0014414
Human	ENSG00000148175	STOM	1.28182	3.12592E-19
Human	ENSG00000103241	FOXF1	1.28177	8.0142E-10
Human	ENSG00000242574	HLA-DMB	1.28158	0.00169073
Human	ENSG00000263934	SNORD3A	1.28143	0.00391786
Human	ENSG00000137947	GTF2B	1.28041	4.49801E-13
Human	ENSG00000137573	SULF1	1.2796	4.64474E-20
Human	ENSG00000028116	VRK2	1.27843	1.04042E-16
Human	ENSG00000245025	RP11-875O11.1	1.27519	6.33157E-08
Human	ENSG00000138675	FGF5	1.27238	4.48682E-06
Human	ENSG00000115183	TANC1	1.27202	0.01275
Human	ENSG00000197381	ADARB1	1.27154	1.58165E-10
Human	ENSG00000115602	IL1RL1	1.27138	0.00502521
Human	ENSG00000160767	FAM189B	1.27074	1.17053E-16
Human	ENSG00000166165	CKB	1.26993	2.94115E-14
Human	ENSG00000041988	THAP3	1.26639	1.12316E-14
Human	ENSG00000196456	ZNF775	1.26285	1.18081E-11
Human	ENSG00000189114	BLOC1S3	1.25963	1.17793E-14
Human	ENSG00000135655	USP15	1.25926	6.67448E-17
Human	ENSG00000137200	CMTR1	1.25519	7.43322E-19
Human	ENSG00000153029	MR1	1.24987	9.12384E-17
Human	ENSG00000257122	RRN3P3	1.24893	3.2147E-09
Human	ENSG00000114529	C3orf52	1.24882	1.07929E-08
Human	ENSG00000134758	RNF138	1.24718	3.31121E-10
Human	ENSG00000230191	RP4-725G10.3	1.24677	3.27083E-05
Human	ENSG00000175730	BAK1P1	1.24623	4.92169E-06
Human	ENSG00000151611	MMAA	1.24214	6.83935E-10
Human	ENSG00000180592	SKIDA1	1.2406	4.16104E-05
Human	ENSG00000101224	CDC25B	1.23883	2.76127E-17
Human	ENSG00000011566	MAP4K3	1.23836	2.56604E-08
Human	ENSG00000159399	HK2	1.23796	8.6621E-22
Human	ENSG00000174564	IL20RB	1.23597	5.99301E-09
Human	ENSG00000248323	LUCAT1	1.23425	2.681E-07
Human	ENSG00000119986	AVPI1	1.23341	1.33585E-12
Human	ENSG00000150630	VEGFC	1.23311	2.83576E-09
Human	ENSG00000196843	ARID5A	1.23102	1.56138E-15
Human	ENSG00000116668	SWT1	1.22993	6.62153E-08
Human	ENSG00000167772	ANGPTL4	1.22865	1.36278E-19
Human	ENSG00000158773	USF1	1.22783	1.27816E-16
Human	ENSG00000160233	LRRC3	1.22657	1.00795E-06
Human	ENSG00000139618	BRCA2	1.22561	0.00390765
Human	ENSG00000105894	PTN	1.2247	7.65226E-11
Human	ENSG00000140548	ZNF710	1.22163	6.93951E-13
Human	ENSG00000050405	LIMA1	1.21652	4.99583E-21
Human	ENSG00000112139	MDGA1	1.21649	3.05123E-14
Human	ENSG00000100084	HIRA	1.21515	2.99421E-09
Human	ENSG00000159873	CCDC117	1.2145	2.16897E-09
Human	ENSG00000112297	AIM1	1.21393	5.43016E-11
Human	ENSG00000148400	NOTCH1	1.21377	3.84819E-15
Human	ENSG00000143390	RFX5	1.21374	2.55537E-13
Human	ENSG00000143013	LMO4	1.21057	2.26843E-18
Human	ENSG00000126947	ARMCX1	1.20827	1.36419E-13
Human	ENSG00000102547	CAB39L	1.20791	3.09348E-13
Human	ENSG00000163935	SFMBT1	1.20537	1.59053E-09
Human	ENSG00000163635	ATXN7	1.20459	4.5321E-14
Human	ENSG00000105339	DENND3	1.2039	5.38451E-18
Human	ENSG00000009780	FAM76A	1.20386	1.40747E-12
Human	ENSG00000204525	HLA-C	1.20371	2.60356E-19
Human	ENSG00000120533	ENY2	1.20362	2.99326E-15
Human	ENSG00000146425	DYNLT1	1.20342	2.12128E-18
Human	ENSG00000104154	SLC30A4	1.20228	3.14049E-09
Human	ENSG00000253882	RP11-61L23.2	1.20074	4.86312E-07
Human	ENSG00000111266	DUSP16	1.19964	6.36141E-10
Human	ENSG00000171223	JUNB	1.19948	2.45911E-12
Human	ENSG00000205659	LIN52	1.19899	2.97435E-07
Human	ENSG00000171729	TMEM51	1.19828	3.57494E-08
Human	ENSG00000062194	GPBP1	1.19811	1.00032E-13
Human	ENSG00000110852	CLEC2B	1.19656	1.48163E-13
Human	ENSG00000127951	FGL2	1.19425	4.99447E-05
Human	ENSG00000185201	IFITM2	1.19348	1.42972E-20
Human	ENSG00000139410	SDSL	1.19345	8.85796E-08
Human	ENSG00000140459	CYP11A1	1.19023	3.97672E-06
Human	ENSG00000263648	RP11-471L13.3	1.18957	2.15307E-07
Human	ENSG00000161692	DBF4B	1.18844	4.77937E-08
Human	ENSG00000139350	NEDD1	1.18536	1.65681E-11
Human	ENSG00000006062	MAP3K14	1.18436	6.39952E-08
Human	ENSG00000137449	CPEB2	1.1843	1.19514E-13
Human	ENSG00000112308	C6orf62	1.18391	1.39438E-13
Human	ENSG00000073756	PTGS2	1.18373	4.53517E-09
Human	ENSG00000183943	PRKX	1.18241	3.17695E-11
Human	ENSG00000185499	MUC1	1.18065	6.38408E-07
Human	ENSG00000112679	DUSP22	1.18005	1.94133E-12
Human	ENSG00000100596	SPTLC2	1.17966	5.36895E-19
Human	ENSG00000103490	PYCARD	1.17964	1.91634E-09
Human	ENSG00000196358	NTNG2	1.17828	1.18237E-09
Human	ENSG00000185614	FAM212A	1.17745	4.53579E-06
Human	ENSG00000109436	TBC1D9	1.17606	2.7652E-17
Human	ENSG00000026103	FAS	1.17586	9.36667E-13
Human	ENSG00000144118	RALB	1.17552	2.7402E-19
Human	ENSG00000157693	C9orf91	1.17421	4.38118E-10
Human	ENSG00000237406	NDUFA9P1	1.17397	1.83245E-08
Human	ENSG00000169085	C8orf46	1.17265	0.00141662
Human	ENSG00000163697	APBB2	1.171	2.58679E-16
Human	ENSG00000165304	MELK	1.17036	1.37706E-07
Human	ENSG00000115216	NRBP1	1.16919	8.03292E-20
Human	ENSG00000235316	DUSP8P5	1.16776	4.00537E-06
Human	ENSG00000144959	NCEH1	1.16235	1.21274E-11
Human	ENSG00000163694	RBM47	1.16131	3.46141E-07
Human	ENSG00000198517	MAFK	1.16113	1.89737E-09
Human	ENSG00000105639	JAK3	1.15835	1.5006E-08
Human	ENSG00000136451	VEZF1	1.158	1.9916E-13
Human	ENSG00000162944	RFTN2	1.15789	5.35464E-07
Human	ENSG00000029153	ARNTL2	1.15781	9.93966E-13
Human	ENSG00000169228	RAB24	1.15732	3.71326E-07
Human	ENSG00000120690	ELF1	1.15669	4.04829E-11
Human	ENSG00000223773	CD99P1	1.15646	3.46619E-07
Human	ENSG00000138650	PCDH10	1.15549	0.00233384
Human	ENSG00000145349	CAMK2D	1.1542	7.43282E-14
Human	ENSG00000104321	TRPA1	1.1542	1.95039E-05
Human	ENSG00000197077	KIAA1671	1.15379	3.78002E-05
Human	ENSG00000160753	RUSC1	1.15253	2.57335E-15
Human	ENSG00000134627	PIWIL4	1.15245	7.8199E-07
Human	ENSG00000231925	TAPBP	1.15133	2.47741E-17
Human	ENSG00000112576	CCND3	1.1511	1.09708E-15
Human	ENSG00000159784	FAM131B	1.14935	1.27187E-10
Human	ENSG00000170379	TCAF2	1.14906	5.46448E-06
Human	ENSG00000116711	PLA2G4A	1.14891	4.53286E-12
Human	ENSG00000131943	C19orf12	1.14723	1.11068E-13
Human	ENSG00000135709	KIAA0513	1.14604	2.79432E-15
Human	ENSG00000116574	RHOU	1.14583	1.00471E-05
Human	ENSG00000228612	HK2P1	1.14519	1.14655E-09
Human	ENSG00000096060	FKBP5	1.14492	6.97207E-11
Human	ENSG00000261644	RP11-327F22.2	1.14293	2.14631E-05
Human	ENSG00000204632	HLA-G	1.14235	7.58528E-11
Human	ENSG00000136213	CHST12	1.1401	2.14002E-12
Human	ENSG00000144891	AGTR1	1.13858	6.45623E-06
Human	ENSG00000105321	CCDC9	1.13703	1.71115E-11
Human	ENSG00000047634	SCML1	1.13662	1.72551E-10
Human	ENSG00000104973	MED25	1.13528	4.18281E-13
Human	ENSG00000175879	HOXD8	1.1344	2.82393E-08
Human	ENSG00000067182	TNFRSF1A	1.13315	1.79393E-17
Human	ENSG00000188993	LRRC66	1.1298	0.000373635
Human	ENSG00000180891	CUEDC1	1.12762	7.67045E-13
Human	ENSG00000227813	RP1-180M12.1	1.12746	0.000091979
Human	ENSG00000186806	VSIG10L	1.12705	3.46457E-09
Human	ENSG00000187257	RSBN1L	1.12632	9.004E-10
Human	ENSG00000030110	BAK1	1.12621	2.61347E-10
Human	ENSG00000163297	ANTXR2	1.12552	5.10153E-18
Human	ENSG00000104320	NBN	1.12401	4.44385E-14
Human	ENSG00000163376	KBTBD8	1.12153	0.000152336
Human	ENSG00000138785	INTS12	1.12119	1.37488E-12
Human	ENSG00000149131	SERPING1	1.1203	1.0457E-14
Human	ENSG00000182742	HOXB4	1.11956	8.48045E-10
Human	ENSG00000092098	RNF31	1.11624	4.17335E-09
Human	ENSG00000153147	SMARCA5	1.11598	3.94682E-17
Human	ENSG00000188375	H3F3C	1.1128	1.02203E-07
Human	ENSG00000261971	MMP25-AS1	1.11073	1.92405E-05
Human	ENSG00000166532	RIMKLB	1.11032	1.01186E-09
Human	ENSG00000166278	C2	1.11006	2.03047E-06
Human	ENSG00000158321	AUTS2	1.10739	3.59386E-06
Human	ENSG00000172738	TMEM217	1.10219	0.000148792
Human	ENSG00000173200	PARP15	1.09775	0.000261126
Human	ENSG00000181722	ZBTB20	1.09769	0.000012754
Human	ENSG00000137962	ARHGAP29	1.09655	2.92443E-08
Human	ENSG00000184898	RBM43	1.09654	2.75294E-09
Human	ENSG00000158406	HIST1H4H	1.0963	2.11431E-05
Human	ENSG00000119669	IRF2BPL	1.09549	2.44827E-13
Human	ENSG00000008130	NADK	1.09459	4.55004E-13
Human	ENSG00000105402	NAPA	1.09457	3.85848E-17
Human	ENSG00000198089	SFI1	1.09288	1.58774E-09
Human	ENSG00000168405	CMAHP	1.0874	1.40356E-07
Human	ENSG00000164220	F2RL2	1.08697	0.000712984
Human	ENSG00000171943	SRGAP2C	1.08663	0.000113305
Human	ENSG00000160219	GAB3	1.0865	3.90448E-05
Human	ENSG00000033178	UBA6	1.08454	5.20521E-11
Human	ENSG00000152518	ZFP36L2	1.08276	2.6121E-15
Human	ENSG00000160932	LY6E	1.08246	8.26823E-17
Human	ENSG00000127328	RAB3IP	1.08136	0.000412414
Human	ENSG00000097033	SH3GLB1	1.08128	8.11122E-14
Human	ENSG00000227890	PSMA2P3	1.08096	2.66472E-06
Human	ENSG00000008086	CDKL5	1.07882	9.15029E-07
Human	ENSG00000100505	TRIM9	1.07879	1.00082E-05
Human	ENSG00000131941	RHPN2	1.07842	0.00700499
Human	ENSG00000258376	RP4-647C14.2	1.07811	0.000831949
Human	ENSG00000168398	BDKRB2	1.07725	3.62829E-11
Human	ENSG00000156232	WHAMM	1.07539	1.74399E-08
Human	ENSG00000142089	IFITM3	1.07472	3.16983E-14
Human	ENSG00000140406	MESDC1	1.07444	2.84492E-06
Human	ENSG00000135211	TMEM60	1.07424	1.74322E-09
Human	ENSG00000102871	TRADD	1.07351	5.21306E-10
Human	ENSG00000253669	KB-1732A1.1	1.07342	0.000206547
Human	ENSG00000167528	ZNF641	1.07277	9.28253E-09
Human	ENSG00000075131	TIPIN	1.07268	1.03999E-06
Human	ENSG00000210151	MT-TS1	1.07249	0.000184343
Human	ENSG00000171132	PRKCE	1.07239	2.28916E-10
Human	ENSG00000023445	BIRC3	1.0722	2.62372E-05
Human	ENSG00000064763	FAR2	1.07169	3.66343E-10
Human	ENSG00000186063	AIDA	1.07051	3.11466E-13
Human	ENSG00000163249	CCNYL1	1.06756	2.99434E-09
Human	ENSG00000163932	PRKCD	1.06633	0.000121465
Human	ENSG00000127191	TRAF2	1.05979	7.4285E-07
Human	ENSG00000122257	RBBP6	1.05887	1.11889E-13
Human	ENSG00000126785	RHOJ	1.05463	0.00142436
Human	ENSG00000170385	SLC30A1	1.05247	2.0956E-13
Human	ENSG00000188001	TPRG1	1.0523	0.00162169
Human	ENSG00000095794	CREM	1.05066	2.0065E-08
Human	ENSG00000034677	RNF19A	1.04909	1.16043E-09
Human	ENSG00000069011	PITX1	1.04855	0.000702218
Human	ENSG00000248394	FOSL1P1	1.04654	0.0172556
Human	ENSG00000130164	LDLR	1.04584	2.81133E-11
Human	ENSG00000110090	CPT1A	1.04539	7.50798E-13
Human	ENSG00000124785	NRN1	1.04516	9.62099E-13
Human	ENSG00000164307	ERAP1	1.04499	2.13874E-11
Human	ENSG00000245571	AP001258.4	1.04442	0.00010669
Human	ENSG00000136147	PHF11	1.04279	1.28327E-09
Human	ENSG00000255874	LINC00346	1.0415	0.00119675
Human	ENSG00000157800	SLC37A3	1.04114	1.34952E-11
Human	ENSG00000175895	PLEKHF2	1.04109	1.60728E-05
Human	ENSG00000146374	RSPO3	1.04087	2.04598E-10
Human	ENSG00000168994	PXDC1	1.04003	1.7451E-15
Human	ENSG00000119782	FKBP1B	1.03998	0.000043627
Human	ENSG00000099860	GADD45B	1.03969	2.38359E-11
Human	ENSG00000263391	AL512428.1	1.03794	0.00403967
Human	ENSG00000129226	CD68	1.03792	0.0001046
Human	ENSG00000112941	PAPD7	1.0376	2.75037E-10
Human	ENSG00000138378	STAT4	1.03577	0.000123451
Human	ENSG00000148832	PAOX	1.03423	4.17894E-06
Human	ENSG00000152413	HOMER1	1.03377	3.01868E-06
Human	ENSG00000267680	ZNF224	1.03341	1.54857E-10
Human	ENSG00000183615	FAM167B	1.03334	6.28874E-05
Human	ENSG00000151320	AKAP6	1.0332	0.000179621
Human	ENSG00000230154	AC018463.4	1.03175	0.00296379
Human	ENSG00000196776	CD47	1.03116	9.0714E-12
Human	ENSG00000250474	WBP1LP2	1.02908	0.000699201
Human	ENSG00000095637	SORBS1	1.029	0.00264135
Human	ENSG00000155313	USP25	1.02629	4.73336E-13
Human	ENSG00000116977	LGALS8	1.02364	1.19972E-11
Human	ENSG00000101236	RNF24	1.0234	1.23308E-14
Human	ENSG00000158122	AAED1	1.02312	6.53145E-09
Human	ENSG00000125841	NRSN2	1.02275	9.02025E-12
Human	ENSG00000091831	ESR1	1.02231	0.00647004
Human	ENSG00000259001	RPPH1	1.02146	0.00320905
Human	ENSG00000236229	VEZF1P1	1.02128	0.000448002
Human	ENSG00000005810	MYCBP2	1.02023	6.83028E-15
Human	ENSG00000197121	PGAP1	1.01902	2.66042E-09
Human	ENSG00000145147	SLIT2	1.01899	4.62151E-10
Human	ENSG00000142920	AZIN2	1.01846	1.2524E-07
Human	ENSG00000101577	LPIN2	1.01694	6.74498E-13
Human	ENSG00000137101	CD72	1.01664	3.15893E-05
Human	ENSG00000136715	SAP130	1.01661	1.07444E-09
Human	ENSG00000242732	RGAG4	1.01631	4.14212E-11
Human	ENSG00000183386	FHL3	1.01575	2.94366E-10
Human	ENSG00000041357	PSMA4	1.01408	1.36842E-12
Human	ENSG00000104375	STK3	1.01316	8.58183E-09
Human	ENSG00000182957	SPATA13	1.01133	5.07355E-13
Human	ENSG00000085831	TTC39A	1.00973	0.00271933
Human	ENSG00000196628	TCF4	1.00882	8.35445E-06
Human	ENSG00000196141	SPATS2L	1.00836	3.67124E-14
Human	ENSG00000123992	DNPEP	1.00781	6.93506E-11
Human	ENSG00000111254	AKAP3	1.00772	0.00181722
Human	ENSG00000132475	H3F3B	1.00624	5.57964E-14
Human	ENSG00000198900	TOP1	1.00482	9.60864E-13
Human	ENSG00000132357	CARD6	1.00264	0.00115757
Human	ENSG00000266907	AC006116.22	1.00008	0.00317474
Human	ENSG00000183840	GPR39	0.999383	0.00175038
Human	ENSG00000159208	CIART	0.998182	3.52033E-06
Human	ENSG00000204406	MBD5	0.997598	4.65318E-09
Human	ENSG00000169660	HEXDC	0.996224	0.000062138
Human	ENSG00000197019	SERTAD1	0.995238	1.13925E-10
Human	ENSG00000243701	DUBR	0.992153	4.99093E-05
Human	ENSG00000177191	B3GNT8	0.99152	1.14541E-06
Human	ENSG00000219201	RP11-181C21.4	0.991216	4.8256E-07
Human	ENSG00000161091	MFSD12	0.989874	3.81674E-11
Human	ENSG00000173218	VANGL1	0.989825	5.92592E-12
Human	ENSG00000248927	CTD-2334D19.1	0.989389	0.0016224
Human	ENSG00000130962	PRRG1	0.987895	2.0617E-09
Human	ENSG00000197093	GAL3ST4	0.987204	3.76113E-06
Human	ENSG00000226380	AC058791.1	0.987149	0.000159595
Human	ENSG00000250959	GLUD1P3	0.986934	0.00155034
Human	ENSG00000111913	FAM65B	0.986514	5.33801E-09
Human	ENSG00000205885	C1RL-AS1	0.9854	2.62023E-08
Human	ENSG00000257433	RP1-197B17.3	0.985025	0.00223967
Human	ENSG00000144843	ADPRH	0.984561	3.6222E-06
Human	ENSG00000178860	MSC	0.982595	5.28662E-10
Human	ENSG00000269439	CTD-3131K8.2	0.982516	0.000281439
