gene_name	gene_biotype	num_isoforms_total	num_protein_coding_isoforms	num_retained_intron_isoforms	num_nonsense_mediated_decay_isoforms	num_protein_coding_CDS_not_defined_isoforms	num_non_coding_isoforms	source
FBXO2	protein_coding	6	2	2	1	1	0	ensembl
FBXO44	protein_coding	9	9	0	0	0	0	ensembl
MAD2L2	protein_coding	13	8	2	3	0	0	ensembl
FBXO6	protein_coding	3	2	1	0	0	0	ensembl
DRAXIN	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000301523	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000305789	lncRNA	1	0	0	0	0	1	ensembl
AGTRAP	protein_coding	14	7	2	1	4	0	ensembl
C1orf167	protein_coding	8	5	1	0	2	0	ensembl
C1orf167-AS1	lncRNA	1	0	0	0	0	1	ensembl
MTHFR	protein_coding	19	10	4	2	3	0	ensembl
CLCN6	protein_coding	10	3	1	1	5	0	ensembl
ENSG00000276470	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000278852	misc_RNA	1	0	0	0	0	1	ensembl
NPPA	protein_coding	2	2	0	0	0	0	ensembl
ENSG00000275915	misc_RNA	1	0	0	0	0	1	ensembl
NPPB	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000285646	lncRNA	11	0	0	0	0	11	ensembl
RNU5E-1	snRNA	1	0	0	0	0	1	ensembl
RNU5E-4P	snRNA	1	0	0	0	0	1	ensembl
KIAA2013	protein_coding	2	2	0	0	0	0	ensembl
PLOD1	protein_coding	9	3	3	0	3	0	ensembl
ENSG00000287384	lncRNA	1	0	0	0	0	1	ensembl
MFN2	protein_coding	33	17	6	4	6	0	ensembl
MIIP	protein_coding	7	1	0	0	6	0	ensembl
MIR6729	miRNA	1	0	0	0	0	1	ensembl
RN7SL649P	misc_RNA	1	0	0	0	0	1	ensembl
TNFRSF8	protein_coding	5	3	0	1	1	0	ensembl
RNU6-777P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000285604	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294285	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000301863	lncRNA	1	0	0	0	0	1	ensembl
MIR7846	miRNA	1	0	0	0	0	1	ensembl
TNFRSF1B	protein_coding	4	2	0	0	2	0	ensembl
ENSG00000296888	lncRNA	1	0	0	0	0	1	ensembl
MIR4632	miRNA	1	0	0	0	0	1	ensembl
ENSG00000297053	lncRNA	1	0	0	0	0	1	ensembl
SNORA70	snoRNA	27	0	0	0	0	27	ensembl
VPS13D	protein_coding	20	4	6	3	7	0	ensembl
ENSG00000295309	lncRNA	1	0	0	0	0	1	ensembl
SNORA59A	snoRNA	1	0	0	0	0	1	ensembl
LINC02766	lncRNA	11	0	0	0	0	11	ensembl
ENSG00000309694	lncRNA	1	0	0	0	0	1	ensembl
DHRS3	protein_coding	12	8	1	0	3	0	ensembl
RNU6ATAC18P	snRNA	1	0	0	0	0	1	ensembl
MIR6730	miRNA	1	0	0	0	0	1	ensembl
ENSG00000305650	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000288927	lncRNA	4	0	0	0	0	4	ensembl
AADACL4	protein_coding	1	1	0	0	0	0	ensembl
AADACL3	protein_coding	2	1	0	0	1	0	ensembl
CFAP107	protein_coding	3	2	0	0	1	0	ensembl
PRAMEF12	protein_coding	1	1	0	0	0	0	ensembl
PRAMEF1	protein_coding	2	1	0	0	1	0	ensembl
LINC01784	lncRNA	2	0	0	0	0	2	ensembl
PRAMEF11	protein_coding	1	1	0	0	0	0	ensembl
HNRNPCL1	protein_coding	1	1	0	0	0	0	ensembl
PRAMEF2	protein_coding	1	1	0	0	0	0	ensembl
PRAMEF4	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000296105	lncRNA	1	0	0	0	0	1	ensembl
PRAMEF10	protein_coding	1	1	0	0	0	0	ensembl
PRAMEF7	protein_coding	2	2	0	0	0	0	ensembl
RNU6-1072P	snRNA	1	0	0	0	0	1	ensembl
PRAMEF6	protein_coding	2	2	0	0	0	0	ensembl
PRAMEF27	protein_coding	1	1	0	0	0	0	ensembl
HNRNPCL3	protein_coding	2	2	0	0	0	0	ensembl
PRAMEF25	protein_coding	2	2	0	0	0	0	ensembl
HNRNPCL2	protein_coding	1	1	0	0	0	0	ensembl
PRAMEF36P	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000297821	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000233336	lncRNA	1	0	0	0	0	1	ensembl
PRAMEF26	protein_coding	2	2	0	0	0	0	ensembl
HNRNPCL4	protein_coding	1	1	0	0	0	0	ensembl
PRAMEF9	protein_coding	1	1	0	0	0	0	ensembl
PRAMEF13	protein_coding	2	2	0	0	0	0	ensembl
PRAMEF18	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000295394	lncRNA	1	0	0	0	0	1	ensembl
PRAMEF5	protein_coding	1	1	0	0	0	0	ensembl
RNU6-771P	snRNA	1	0	0	0	0	1	ensembl
PRAMEF8	protein_coding	2	2	0	0	0	0	ensembl
PRAMEF33	protein_coding	1	1	0	0	0	0	ensembl
PRAMEF15	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000228229	lncRNA	1	0	0	0	0	1	ensembl
PRAMEF14	protein_coding	2	1	0	0	1	0	ensembl
PRAMEF19	protein_coding	1	1	0	0	0	0	ensembl
PRAMEF17	protein_coding	1	1	0	0	0	0	ensembl
PRAMEF20	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000307992	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295011	lncRNA	1	0	0	0	0	1	ensembl
LRRC38	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000301663	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000259961	lncRNA	2	0	0	0	0	2	ensembl
PDPN	protein_coding	11	9	0	2	0	0	ensembl
ENSG00000237445	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000295237	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000253085	scaRNA	1	0	0	0	0	1	ensembl
PRDM2	protein_coding	14	10	1	1	2	0	ensembl
ENSG00000289380	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000304226	lncRNA	2	0	0	0	0	2	ensembl
KAZN	protein_coding	9	8	1	0	0	0	ensembl
RNU6-1265P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000231606	lncRNA	2	0	0	0	0	2	ensembl
KAZN-AS1	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000302124	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287756	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294214	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294586	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000293964	lncRNA	2	0	0	0	0	2	ensembl
TMEM51-AS1	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000310342	lncRNA	1	0	0	0	0	1	ensembl
TMEM51	protein_coding	6	6	0	0	0	0	ensembl
TMEM51-AS2	lncRNA	3	0	0	0	0	3	ensembl
FHAD1	protein_coding	24	11	4	1	8	0	ensembl
EFHD2-AS1	lncRNA	14	0	0	0	0	14	ensembl
FHAD1-AS1	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000236045	lncRNA	1	0	0	0	0	1	ensembl
EFHD2	protein_coding	2	2	0	0	0	0	ensembl
CTRC	protein_coding	4	2	0	0	2	0	ensembl
CELA2A	protein_coding	3	1	0	0	2	0	ensembl
CELA2B	protein_coding	4	2	0	0	2	0	ensembl
CASP9	protein_coding	11	8	1	2	0	0	ensembl
DNAJC16	protein_coding	10	4	0	2	4	0	ensembl
SCARNA21B	scaRNA	1	0	0	0	0	1	ensembl
ENSG00000272510	lncRNA	1	0	0	0	0	1	ensembl
AGMAT	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000237301	lncRNA	8	0	0	0	0	8	ensembl
RNU7-179P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000294489	lncRNA	5	0	0	0	0	5	ensembl
DDI2	protein_coding	8	3	3	2	0	0	ensembl
RSC1A1	protein_coding	1	1	0	0	0	0	ensembl
PLEKHM2	protein_coding	9	4	0	3	2	0	ensembl
ENSG00000271742	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000237938	lncRNA	3	0	0	0	0	3	ensembl
SLC25A34	protein_coding	3	1	0	0	2	0	ensembl
SLC25A34-AS1	lncRNA	5	0	0	0	0	5	ensembl
TMEM82	protein_coding	2	1	0	0	1	0	ensembl
ENSG00000297277	lncRNA	2	0	0	0	0	2	ensembl
FBLIM1	protein_coding	15	13	0	0	2	0	ensembl
SPEN-AS1	lncRNA	56	0	0	0	0	56	ensembl
UQCRHL	protein_coding	2	2	0	0	0	0	ensembl
SPEN	protein_coding	7	4	1	1	1	0	ensembl
ZBTB17	protein_coding	16	5	0	0	11	0	ensembl
SRARP	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000233078	lncRNA	1	0	0	0	0	1	ensembl
HSPB7	protein_coding	7	6	1	0	0	0	ensembl
CLCNKA	protein_coding	7	3	0	0	4	0	ensembl
ENSG00000307216	lncRNA	1	0	0	0	0	1	ensembl
CLCNKB	protein_coding	15	8	2	2	3	0	ensembl
FAM131C	protein_coding	2	1	0	0	1	0	ensembl
EPHA2	protein_coding	4	1	0	0	3	0	ensembl
EPHA2-AS1	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000297531	lncRNA	1	0	0	0	0	1	ensembl
ARHGEF19	protein_coding	6	3	0	0	3	0	ensembl
ENSG00000291077	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000288398	lncRNA	1	0	0	0	0	1	ensembl
CPLANE2	protein_coding	2	2	0	0	0	0	ensembl
ENSG00000293791	lncRNA	2	0	0	0	0	2	ensembl
FBXO42	protein_coding	4	3	0	0	1	0	ensembl
SZRD1	protein_coding	10	4	0	1	5	0	ensembl
SPATA21	protein_coding	6	5	0	0	1	0	ensembl
NECAP2	protein_coding	12	4	2	4	2	0	ensembl
CROCCP3	lncRNA	7	0	1	0	0	6	ensembl
LINC01772	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000306228	lncRNA	1	0	0	0	0	1	ensembl
RNU1-1	snRNA	1	0	0	0	0	1	ensembl
ENSG00000224174	lncRNA	11	0	0	0	0	11	ensembl
LINC01783	lncRNA	4	0	0	0	0	4	ensembl
RNU1-6P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000298308	lncRNA	1	0	0	0	0	1	ensembl
NBPF1	protein_coding	6	1	0	1	4	0	ensembl
ENSG00000271732	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000291072	lncRNA	35	0	0	0	0	35	ensembl
ENSG00000293920	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293901	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000282143	lncRNA	7	0	0	0	0	7	ensembl
RNU1-3	snRNA	1	0	0	0	0	1	ensembl
ENSG00000290849	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000296694	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000279151	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000293526	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000282740	lncRNA	8	0	0	0	0	8	ensembl
CROCC	protein_coding	13	4	2	0	7	0	ensembl
ENSG00000290850	lncRNA	2	0	0	0	0	2	ensembl
RNU1-4	snRNA	1	0	0	0	0	1	ensembl
ENSG00000290851	lncRNA	6	0	2	0	0	4	ensembl
ENSG00000223643	lncRNA	2	0	0	0	0	2	ensembl
MIR3675	miRNA	1	0	0	0	0	1	ensembl
ENSG00000302843	lncRNA	3	0	0	0	0	3	ensembl
LINC03126	lncRNA	9	0	0	0	0	9	ensembl
RNU1-5P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000238142	lncRNA	30	0	0	0	0	30	ensembl
RNU1-2	snRNA	1	0	0	0	0	1	ensembl
ENSG00000272426	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000290122	lncRNA	1	0	0	0	0	1	ensembl
MFAP2	protein_coding	6	2	0	0	4	0	ensembl
ENSG00000286898	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000226526	lncRNA	1	0	0	0	0	1	ensembl
ATP13A2	protein_coding	14	10	4	0	0	0	ensembl
ENSG00000288636	protein_coding	1	1	0	0	0	0	ensembl
SDHB	protein_coding	18	8	3	6	1	0	ensembl
PADI2	protein_coding	4	2	0	0	2	0	ensembl
LINC02783	lncRNA	12	0	0	0	0	12	ensembl
ENSG00000282843	lncRNA	1	0	0	0	0	1	ensembl
PADI1	protein_coding	4	1	2	0	1	0	ensembl
PADI3	protein_coding	1	1	0	0	0	0	ensembl
MIR3972	miRNA	1	0	0	0	0	1	ensembl
PADI4	protein_coding	5	2	0	0	3	0	ensembl
PADI6	protein_coding	1	1	0	0	0	0	ensembl
RCC2-AS1	lncRNA	1	0	0	0	0	1	ensembl
RCC2	protein_coding	3	2	0	0	1	0	ensembl
ENSG00000308620	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000290096	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000307703	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000306620	lncRNA	3	0	0	0	0	3	ensembl
ARHGEF10L	protein_coding	9	3	1	1	4	0	ensembl
ENSG00000302710	lncRNA	1	0	0	0	0	1	ensembl
LINC02810	lncRNA	4	0	0	0	0	4	ensembl
ACTL8	protein_coding	2	2	0	0	0	0	ensembl
ENSG00000296176	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000296161	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000284653	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000302372	lncRNA	1	0	0	0	0	1	ensembl
LINC01654	lncRNA	1	0	0	0	0	1	ensembl
IGSF21	protein_coding	4	1	1	0	2	0	ensembl
ENSG00000280222	TEC	1	0	0	0	0	1	ensembl
ENSG00000293810	lncRNA	1	0	0	0	0	1	ensembl
IGSF21-AS1	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000293766	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000225387	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294535	lncRNA	1	0	0	0	0	1	ensembl
KLHDC7A	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000300147	lncRNA	1	0	0	0	0	1	ensembl
PAX7	protein_coding	6	4	0	1	1	0	ensembl
ENSG00000308985	lncRNA	1	0	0	0	0	1	ensembl
TAS1R2	protein_coding	1	1	0	0	0	0	ensembl
ALDH4A1	protein_coding	6	4	1	0	1	0	ensembl
MIR4695	miRNA	1	0	0	0	0	1	ensembl
MIR1290	miRNA	1	0	0	0	0	1	ensembl
ENSG00000310349	lncRNA	3	0	0	0	0	3	ensembl
IFFO2	protein_coding	3	3	0	0	0	0	ensembl
ENSG00000295712	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000308389	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000307102	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000272084	lncRNA	1	0	0	0	0	1	ensembl
UBR4	protein_coding	17	6	4	0	7	0	ensembl
EMC1-AS1	lncRNA	6	0	0	0	0	6	ensembl
EMC1	protein_coding	27	7	10	10	0	0	ensembl
MRTO4	protein_coding	3	1	0	0	2	0	ensembl
AKR7L	protein_coding	3	0	1	0	0	2	ensembl
AKR7A3	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000308073	lncRNA	1	0	0	0	0	1	ensembl
AKR7A2	protein_coding	5	3	1	1	0	0	ensembl
RNU6-1099P	snRNA	1	0	0	0	0	1	ensembl
SLC66A1	protein_coding	6	4	0	2	0	0	ensembl
CAPZB	protein_coding	15	7	3	2	3	0	ensembl
ENSG00000306364	lncRNA	1	0	0	0	0	1	ensembl
RN7SL277P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000306329	lncRNA	1	0	0	0	0	1	ensembl
MICOS10	protein_coding	11	3	0	0	8	0	ensembl
ENSG00000306287	lncRNA	4	0	0	0	0	4	ensembl
RNU4-28P	snRNA	1	0	0	0	0	1	ensembl
MICOS10-DT	lncRNA	3	0	0	0	0	3	ensembl
NBL1	protein_coding	14	14	0	0	0	0	ensembl
MICOS10-NBL1	protein_coding	3	0	0	3	0	0	ensembl
ENSG00000306350	lncRNA	1	0	0	0	0	1	ensembl
HTR6	protein_coding	1	1	0	0	0	0	ensembl
TMCO4	protein_coding	8	2	0	0	6	0	ensembl
RNF186	protein_coding	1	1	0	0	0	0	ensembl
RNF186-AS1	lncRNA	1	0	0	0	0	1	ensembl
OTUD3	protein_coding	3	1	0	0	2	0	ensembl
ENSG00000308515	lncRNA	1	0	0	0	0	1	ensembl
PLA2G2E	protein_coding	1	1	0	0	0	0	ensembl
RN7SL304P	misc_RNA	1	0	0	0	0	1	ensembl
PLA2G2A	protein_coding	6	4	2	0	0	0	ensembl
ENSG00000297402	lncRNA	1	0	0	0	0	1	ensembl
PLA2G5	protein_coding	8	1	0	0	7	0	ensembl
PLA2G2D	protein_coding	2	2	0	0	0	0	ensembl
ENSG00000307383	lncRNA	1	0	0	0	0	1	ensembl
PLA2G2F	protein_coding	2	1	1	0	0	0	ensembl
ENSG00000227066	lncRNA	4	0	0	0	0	4	ensembl
PLA2G2C	protein_coding	5	3	0	0	2	0	ensembl
UBXN10	protein_coding	1	1	0	0	0	0	ensembl
LINC01757	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000284710	lncRNA	2	0	0	0	0	2	ensembl
VWA5B1	protein_coding	8	4	0	3	1	0	ensembl
ENSG00000226664	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000304627	lncRNA	1	0	0	0	0	1	ensembl
LINC01141	lncRNA	75	0	0	0	0	75	ensembl
ENSG00000226487	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000284641	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000284743	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000296909	lncRNA	1	0	0	0	0	1	ensembl
CAMK2N1	protein_coding	2	1	0	0	1	0	ensembl
ENSG00000289402	lncRNA	2	0	0	0	0	2	ensembl
MUL1	protein_coding	1	1	0	0	0	0	ensembl
FAM43B	protein_coding	1	1	0	0	0	0	ensembl
CDA	protein_coding	2	1	0	0	1	0	ensembl
PINK1	protein_coding	3	1	0	0	2	0	ensembl
MIR6084	miRNA	1	0	0	0	0	1	ensembl
PINK1-AS	lncRNA	1	0	0	0	0	1	ensembl
DDOST	protein_coding	5	3	0	0	2	0	ensembl
ENSG00000296887	lncRNA	1	0	0	0	0	1	ensembl
KIF17	protein_coding	9	3	0	0	6	0	ensembl
SH2D5	protein_coding	7	6	0	0	1	0	ensembl
ENSG00000298940	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000233069	lncRNA	2	0	0	0	0	2	ensembl
HP1BP3	protein_coding	14	10	0	1	3	0	ensembl
EIF4G3	protein_coding	23	14	1	4	4	0	ensembl
RNU7-200P	snRNA	1	0	0	0	0	1	ensembl
MIR1256	miRNA	1	0	0	0	0	1	ensembl
ENSG00000287192	lncRNA	1	0	0	0	0	1	ensembl
ECE1	protein_coding	14	9	3	0	2	0	ensembl
ENSG00000236936	lncRNA	4	0	0	0	0	4	ensembl
ECE1-AS1	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000296859	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000236009	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000295832	lncRNA	2	0	0	0	0	2	ensembl
NBPF3	protein_coding	13	4	0	4	5	0	ensembl
ALPL	protein_coding	7	5	0	0	2	0	ensembl
ENSG00000298372	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000289715	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000305564	lncRNA	1	0	0	0	0	1	ensembl
LINC02596	lncRNA	2	0	0	0	0	2	ensembl
RAP1GAP	protein_coding	12	7	1	1	3	0	ensembl
USP48	protein_coding	15	9	2	1	3	0	ensembl
LDLRAD2	protein_coding	3	2	0	0	1	0	ensembl
HSPG2	protein_coding	15	5	8	0	1	1	ensembl
ENSG00000305448	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293453	lncRNA	7	0	0	0	0	7	ensembl
CELA3B	protein_coding	4	2	0	0	2	0	ensembl
ENSG00000285959	lncRNA	2	0	0	0	0	2	ensembl
RN7SL386P	misc_RNA	1	0	0	0	0	1	ensembl
RNU6-1022P	snRNA	1	0	0	0	0	1	ensembl
CELA3A	protein_coding	3	2	1	0	0	0	ensembl
RN7SL186P	misc_RNA	1	0	0	0	0	1	ensembl
RNU6-776P	snRNA	1	0	0	0	0	1	ensembl
LINC01635	lncRNA	17	0	0	0	0	17	ensembl
LINC00339	lncRNA	12	0	0	0	0	12	ensembl
ENSG00000289694	protein_coding	2	2	0	0	0	0	ensembl
CDC42-AS1	lncRNA	1	0	0	0	0	1	ensembl
CDC42	protein_coding	24	20	0	4	0	0	ensembl
CDC42-IT1	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305135	lncRNA	1	0	0	0	0	1	ensembl
WNT4	protein_coding	3	3	0	0	0	0	ensembl
ENSG00000305152	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000285873	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000294752	lncRNA	10	0	0	0	0	10	ensembl
MIR4418	miRNA	1	0	0	0	0	1	ensembl
ENSG00000294164	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000302675	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000279625	TEC	1	0	0	0	0	1	ensembl
ENSG00000299881	lncRNA	3	0	0	0	0	3	ensembl
ZBTB40	protein_coding	5	5	0	0	0	0	ensembl
ENSG00000302246	lncRNA	1	0	0	0	0	1	ensembl
ZBTB40-IT1	lncRNA	1	0	0	0	0	1	ensembl
EPHA8	protein_coding	2	2	0	0	0	0	ensembl
MIR6127	miRNA	1	0	0	0	0	1	ensembl
C1QA	protein_coding	12	12	0	0	0	0	ensembl
ENSG00000289692	protein_coding	2	2	0	0	0	0	ensembl
C1QC	protein_coding	8	8	0	0	0	0	ensembl
ENSG00000308848	lncRNA	1	0	0	0	0	1	ensembl
C1QB	protein_coding	13	13	0	0	0	0	ensembl
EPHB2	protein_coding	7	5	0	0	2	0	ensembl
MIR4684	miRNA	1	0	0	0	0	1	ensembl
ENSG00000225952	lncRNA	1	0	0	0	0	1	ensembl
MIR4253	miRNA	1	0	0	0	0	1	ensembl
LACTBL1	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000297948	lncRNA	1	0	0	0	0	1	ensembl
TEX46	protein_coding	3	3	0	0	0	0	ensembl
KDM1A	protein_coding	36	19	13	4	0	0	ensembl
ENSG00000240553	lncRNA	1	0	0	0	0	1	ensembl
MIR3115	miRNA	1	0	0	0	0	1	ensembl
ENSG00000266802	miRNA	1	0	0	0	0	1	ensembl
LUZP1	protein_coding	7	6	0	0	1	0	ensembl
ENSG00000293565	protein_coding	1	1	0	0	0	0	ensembl
RNU6-514P	snRNA	1	0	0	0	0	1	ensembl
RNU6-135P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000289014	lncRNA	1	0	0	0	0	1	ensembl
HTR1D	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000304077	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000302918	lncRNA	1	0	0	0	0	1	ensembl
LINC01355	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000284726	lncRNA	1	0	0	0	0	1	ensembl
HNRNPR	protein_coding	13	9	1	1	2	0	ensembl
ZNF436	protein_coding	3	3	0	0	0	0	ensembl
ZNF436-AS1	lncRNA	16	0	0	0	0	16	ensembl
ENSG00000271420	lncRNA	1	0	0	0	0	1	ensembl
TCEA3	protein_coding	6	4	2	0	0	0	ensembl
ENSG00000295946	lncRNA	2	0	0	0	0	2	ensembl
ASAP3	protein_coding	14	6	2	5	1	0	ensembl
E2F2	protein_coding	2	1	0	0	1	0	ensembl
ENSG00000307540	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000307580	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000235052	lncRNA	2	0	0	0	0	2	ensembl
ID3	protein_coding	3	1	0	0	2	0	ensembl
ENSG00000307609	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000285802	lncRNA	6	0	0	0	0	6	ensembl
MDS2	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000304075	lncRNA	1	0	0	0	0	1	ensembl
RPL11	protein_coding	6	3	2	1	0	0	ensembl
ELOA-AS1	lncRNA	29	0	0	0	0	29	ensembl
ELOA	protein_coding	4	1	1	1	1	0	ensembl
PITHD1	protein_coding	3	3	0	0	0	0	ensembl
ENSG00000289835	lncRNA	3	0	0	0	0	3	ensembl
LYPLA2	protein_coding	10	5	2	0	3	0	ensembl
GALE	protein_coding	16	7	0	0	9	0	ensembl
HMGCL	protein_coding	9	3	1	0	5	0	ensembl
FUCA1	protein_coding	1	1	0	0	0	0	ensembl
CNR2	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000232557	lncRNA	1	0	0	0	0	1	ensembl
MIR378F	miRNA	1	0	0	0	0	1	ensembl
ENSG00000299163	lncRNA	1	0	0	0	0	1	ensembl
PNRC2	protein_coding	5	5	0	0	0	0	ensembl
SRSF10	protein_coding	16	7	2	2	5	0	ensembl
ENSG00000225315	lncRNA	21	0	0	0	0	21	ensembl
MYOM3	protein_coding	4	2	0	0	2	0	ensembl
MYOM3-AS1	lncRNA	1	0	0	0	0	1	ensembl
IL22RA1	protein_coding	1	1	0	0	0	0	ensembl
IFNLR1	protein_coding	5	5	0	0	0	0	ensembl
GRHL3	protein_coding	12	10	1	0	1	0	ensembl
LINC02800	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000309961	lncRNA	1	0	0	0	0	1	ensembl
GRHL3-AS1	lncRNA	2	0	0	0	0	2	ensembl
STPG1	protein_coding	12	5	0	0	7	0	ensembl
ENSG00000307212	lncRNA	1	0	0	0	0	1	ensembl
NIPAL3	protein_coding	7	5	0	0	2	0	ensembl
NCMAP-DT	lncRNA	23	0	0	0	0	23	ensembl
RCAN3	protein_coding	10	9	0	1	0	0	ensembl
NCMAP	protein_coding	2	1	0	0	1	0	ensembl
ENSG00000298126	lncRNA	1	0	0	0	0	1	ensembl
SRRM1	protein_coding	26	8	5	1	12	0	ensembl
ENSG00000307307	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000284699	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000307325	lncRNA	6	0	0	0	0	6	ensembl
CLIC4	protein_coding	4	1	0	1	2	0	ensembl
RNU6-1208P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000293733	lncRNA	1	0	0	0	0	1	ensembl
RUNX3	protein_coding	5	3	0	0	2	0	ensembl
MIR6731	miRNA	1	0	0	0	0	1	ensembl
RUNX3-AS1	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000261025	lncRNA	2	0	0	0	0	2	ensembl
MIR4425	miRNA	1	0	0	0	0	1	ensembl
LINC02793	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000233755	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000303094	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000306010	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000307250	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000231953	lncRNA	1	0	0	0	0	1	ensembl
SYF2	protein_coding	4	2	0	0	2	0	ensembl
ENSG00000284657	lncRNA	22	0	0	0	0	22	ensembl
ENSG00000299599	lncRNA	1	0	0	0	0	1	ensembl
RSRP1	protein_coding	22	5	4	4	9	0	ensembl
ENSG00000272432	lncRNA	1	0	0	0	0	1	ensembl
RHD	protein_coding	11	9	1	0	1	0	ensembl
ENSG00000309241	lncRNA	1	0	0	0	0	1	ensembl
